month,day_of_year,hour,minute,day_of_week,holiday,route_A->B,route_B->A,capacity,tickets_9_eur,tickets_12_eur,tickets_15_eur,tickets_19_eur,ride_departure
9,268,17,15,4,0,0,1,82.0,3.0,41.0,15.0,0.0,2015-09-25 17:15:00
9,268,17,45,4,0,1,0,82.0,0.0,11.0,35.0,21.0,2015-09-25 17:45:00
9,268,18,15,4,0,0,1,82.0,0.0,29.0,0.0,0.0,2015-09-25 18:15:00
9,268,18,45,4,0,1,0,82.0,1.0,9.0,35.0,12.0,2015-09-25 18:45:00
9,268,19,45,4,0,1,0,82.0,0.0,44.0,1.0,14.0,2015-09-25 19:45:00
9,268,20,15,4,0,0,1,82.0,13.0,36.0,0.0,0.0,2015-09-25 20:15:00
9,268,20,45,4,0,1,0,82.0,16.0,41.0,6.0,6.0,2015-09-25 20:45:00
9,268,22,15,4,0,0,1,82.0,13.0,1.0,0.0,0.0,2015-09-25 22:15:00
9,268,22,15,4,0,1,0,82.0,12.0,12.0,0.0,1.0,2015-09-25 22:15:00
9,269,0,10,5,0,1,0,82.0,12.0,6.0,0.0,0.0,2015-09-26 00:10:00
9,269,6,15,5,0,0,1,82.0,22.0,19.0,0.0,0.0,2015-09-26 06:15:00
9,269,7,15,5,0,0,1,82.0,0.0,40.0,0.0,0.0,2015-09-26 07:15:00
9,269,7,45,5,0,1,0,82.0,15.0,38.0,9.0,0.0,2015-09-26 07:45:00
9,269,8,15,5,0,0,1,82.0,1.0,43.0,7.0,0.0,2015-09-26 08:15:00
9,269,9,15,5,0,0,1,82.0,1.0,43.0,2.0,0.0,2015-09-26 09:15:00
9,269,9,45,5,0,1,0,82.0,13.0,40.0,7.0,0.0,2015-09-26 09:45:00
9,269,10,15,5,0,0,1,82.0,22.0,33.0,10.0,0.0,2015-09-26 10:15:00
9,269,11,15,5,0,0,1,82.0,12.0,30.0,0.0,0.0,2015-09-26 11:15:00
9,269,11,45,5,0,1,0,82.0,21.0,25.0,10.0,0.0,2015-09-26 11:45:00
9,269,12,45,5,0,1,0,82.0,12.0,23.0,0.0,0.0,2015-09-26 12:45:00
9,269,13,15,5,0,0,1,82.0,13.0,38.0,0.0,0.0,2015-09-26 13:15:00
9,269,14,45,5,0,1,0,82.0,13.0,41.0,2.0,0.0,2015-09-26 14:45:00
9,269,15,15,5,0,0,1,82.0,13.0,23.0,0.0,0.0,2015-09-26 15:15:00
9,269,16,15,5,0,0,1,82.0,13.0,25.0,0.0,0.0,2015-09-26 16:15:00
9,269,16,45,5,0,1,0,82.0,13.0,33.0,0.0,0.0,2015-09-26 16:45:00
9,269,17,45,5,0,1,0,82.0,12.0,18.0,0.0,0.0,2015-09-26 17:45:00
9,269,18,15,5,0,0,1,82.0,19.0,24.0,0.0,0.0,2015-09-26 18:15:00
9,269,18,45,5,0,1,0,82.0,12.0,31.0,0.0,3.0,2015-09-26 18:45:00
9,269,19,45,5,0,1,0,82.0,15.0,25.0,0.0,0.0,2015-09-26 19:45:00
9,269,20,15,5,0,0,1,82.0,14.0,14.0,0.0,0.0,2015-09-26 20:15:00
9,269,20,45,5,0,1,0,82.0,11.0,16.0,0.0,0.0,2015-09-26 20:45:00
9,269,22,15,5,0,1,0,82.0,13.0,11.0,0.0,0.0,2015-09-26 22:15:00
9,269,22,15,5,0,0,1,82.0,13.0,7.0,0.0,0.0,2015-09-26 22:15:00
9,270,0,10,6,0,1,0,82.0,13.0,3.0,0.0,0.0,2015-09-27 00:10:00
9,270,7,15,6,0,0,1,82.0,12.0,23.0,0.0,0.0,2015-09-27 07:15:00
9,270,8,45,6,0,1,0,82.0,13.0,24.0,0.0,0.0,2015-09-27 08:45:00
9,270,9,15,6,0,0,1,82.0,14.0,44.0,0.0,0.0,2015-09-27 09:15:00
9,270,10,45,6,0,1,0,82.0,19.0,21.0,0.0,1.0,2015-09-27 10:45:00
9,270,11,15,6,0,0,1,82.0,31.0,0.0,16.0,0.0,2015-09-27 11:15:00
9,270,12,15,6,0,0,1,82.0,13.0,37.0,0.0,1.0,2015-09-27 12:15:00
9,270,12,45,6,0,1,0,82.0,21.0,34.0,16.0,2.0,2015-09-27 12:45:00
9,270,13,15,6,0,0,1,82.0,13.0,24.0,0.0,0.0,2015-09-27 13:15:00
9,270,14,15,6,0,0,1,82.0,14.0,40.0,0.0,0.0,2015-09-27 14:15:00
9,270,14,45,6,0,1,0,82.0,15.0,33.0,11.0,0.0,2015-09-27 14:45:00
9,270,15,15,6,0,0,1,82.0,4.0,20.0,40.0,9.0,2015-09-27 15:15:00
9,270,15,45,6,0,1,0,82.0,1.0,24.0,19.0,0.0,2015-09-27 15:45:00
9,270,16,45,6,0,1,0,82.0,2.0,26.0,35.0,0.0,2015-09-27 16:45:00
9,270,17,15,6,0,0,1,82.0,3.0,14.0,34.0,13.0,2015-09-27 17:15:00
9,270,17,45,6,0,1,0,82.0,2.0,20.0,40.0,2.0,2015-09-27 17:45:00
9,270,18,15,6,0,0,1,82.0,0.0,6.0,43.0,2.0,2015-09-27 18:15:00
9,270,18,45,6,0,1,0,82.0,0.0,26.0,30.0,14.0,2015-09-27 18:45:00
9,270,19,15,6,0,0,1,82.0,1.0,12.0,38.0,8.0,2015-09-27 19:15:00
9,270,20,15,6,0,0,1,82.0,0.0,14.0,41.0,8.0,2015-09-27 20:15:00
9,270,20,45,6,0,1,0,82.0,1.0,33.0,32.0,0.0,2015-09-27 20:45:00
9,270,22,15,6,0,0,1,82.0,11.0,22.0,0.0,0.0,2015-09-27 22:15:00
9,270,22,45,6,0,1,0,82.0,7.0,25.0,0.0,0.0,2015-09-27 22:45:00
9,271,0,10,0,0,1,0,82.0,10.0,0.0,0.0,0.0,2015-09-28 00:10:00
9,271,5,15,0,0,0,1,82.0,0.0,32.0,22.0,0.0,2015-09-28 05:15:00
9,271,6,45,0,0,1,0,82.0,13.0,23.0,0.0,0.0,2015-09-28 06:45:00
9,271,7,15,0,0,0,1,82.0,31.0,3.0,7.0,42.0,2015-09-28 07:15:00
9,271,8,45,0,0,1,0,82.0,12.0,31.0,0.0,0.0,2015-09-28 08:45:00
9,271,9,15,0,0,0,1,82.0,23.0,2.0,30.0,28.0,2015-09-28 09:15:00
9,271,10,45,0,0,1,0,82.0,14.0,32.0,0.0,0.0,2015-09-28 10:45:00
9,271,11,15,0,0,0,1,82.0,1.0,40.0,29.0,1.0,2015-09-28 11:15:00
9,271,12,45,0,0,1,0,82.0,13.0,34.0,0.0,0.0,2015-09-28 12:45:00
9,271,13,15,0,0,0,1,82.0,12.0,37.0,0.0,0.0,2015-09-28 13:15:00
9,271,14,45,0,0,1,0,82.0,11.0,40.0,0.0,0.0,2015-09-28 14:45:00
9,271,15,15,0,0,0,1,82.0,13.0,28.0,0.0,1.0,2015-09-28 15:15:00
9,271,16,45,0,0,1,0,82.0,11.0,44.0,1.0,0.0,2015-09-28 16:45:00
9,271,17,15,0,0,0,1,82.0,11.0,35.0,0.0,0.0,2015-09-28 17:15:00
9,271,18,45,0,0,1,0,82.0,12.0,52.0,9.0,0.0,2015-09-28 18:45:00
9,271,19,15,0,0,0,1,82.0,13.0,22.0,0.0,0.0,2015-09-28 19:15:00
9,271,20,45,0,0,1,0,82.0,0.0,44.0,0.0,0.0,2015-09-28 20:45:00
9,271,21,15,0,0,0,1,82.0,13.0,7.0,0.0,0.0,2015-09-28 21:15:00
9,271,23,15,0,0,1,0,82.0,12.0,20.0,0.0,0.0,2015-09-28 23:15:00
9,272,5,15,1,0,0,1,82.0,0.0,20.0,0.0,0.0,2015-09-29 05:15:00
9,272,6,45,1,0,1,0,82.0,12.0,9.0,0.0,0.0,2015-09-29 06:45:00
9,272,7,15,1,0,0,1,82.0,0.0,50.0,11.0,0.0,2015-09-29 07:15:00
9,272,8,45,1,0,1,0,82.0,12.0,16.0,0.0,0.0,2015-09-29 08:45:00
9,272,9,15,1,0,0,1,82.0,1.0,43.0,11.0,0.0,2015-09-29 09:15:00
9,272,10,45,1,0,1,0,82.0,13.0,31.0,0.0,0.0,2015-09-29 10:45:00
9,272,11,15,1,0,0,1,82.0,13.0,30.0,0.0,0.0,2015-09-29 11:15:00
9,272,12,45,1,0,1,0,82.0,12.0,24.0,0.0,0.0,2015-09-29 12:45:00
9,272,13,15,1,0,0,1,82.0,13.0,26.0,0.0,0.0,2015-09-29 13:15:00
9,272,14,45,1,0,1,0,82.0,13.0,41.0,0.0,2.0,2015-09-29 14:45:00
9,272,15,15,1,0,0,1,82.0,13.0,40.0,0.0,0.0,2015-09-29 15:15:00
9,272,16,45,1,0,1,0,82.0,19.0,47.0,2.0,0.0,2015-09-29 16:45:00
9,272,17,15,1,0,0,1,82.0,13.0,24.0,0.0,0.0,2015-09-29 17:15:00
9,272,18,45,1,0,1,0,82.0,0.0,43.0,21.0,0.0,2015-09-29 18:45:00
9,272,19,15,1,0,0,1,82.0,12.0,13.0,0.0,0.0,2015-09-29 19:15:00
9,272,20,45,1,0,1,0,82.0,10.0,47.0,0.0,0.0,2015-09-29 20:45:00
9,272,21,15,1,0,0,1,82.0,13.0,11.0,0.0,0.0,2015-09-29 21:15:00
9,272,23,15,1,0,1,0,82.0,13.0,22.0,0.0,0.0,2015-09-29 23:15:00
9,273,5,15,2,0,0,1,82.0,0.0,23.0,0.0,0.0,2015-09-30 05:15:00
9,273,6,45,2,0,1,0,82.0,12.0,13.0,0.0,1.0,2015-09-30 06:45:00
9,273,7,15,2,0,0,1,82.0,1.0,43.0,2.0,0.0,2015-09-30 07:15:00
9,273,8,45,2,0,1,0,82.0,13.0,22.0,0.0,1.0,2015-09-30 08:45:00
9,273,9,15,2,0,0,1,82.0,0.0,43.0,9.0,0.0,2015-09-30 09:15:00
9,273,10,45,2,0,1,0,82.0,13.0,40.0,0.0,0.0,2015-09-30 10:45:00
9,273,11,15,2,0,0,1,82.0,13.0,32.0,0.0,0.0,2015-09-30 11:15:00
9,273,12,45,2,0,1,0,82.0,11.0,29.0,0.0,0.0,2015-09-30 12:45:00
9,273,13,15,2,0,0,1,82.0,13.0,36.0,0.0,0.0,2015-09-30 13:15:00
9,273,14,45,2,0,1,0,82.0,12.0,35.0,0.0,0.0,2015-09-30 14:45:00
9,273,15,15,2,0,0,1,82.0,13.0,43.0,0.0,0.0,2015-09-30 15:15:00
9,273,16,45,2,0,1,0,82.0,9.0,45.0,7.0,0.0,2015-09-30 16:45:00
9,273,17,15,2,0,0,1,82.0,12.0,53.0,0.0,0.0,2015-09-30 17:15:00
9,273,18,45,2,0,1,0,82.0,0.0,40.0,15.0,0.0,2015-09-30 18:45:00
9,273,19,15,2,0,0,1,82.0,13.0,26.0,0.0,0.0,2015-09-30 19:15:00
9,273,20,45,2,0,1,0,82.0,14.0,42.0,0.0,0.0,2015-09-30 20:45:00
9,273,21,15,2,0,0,1,82.0,13.0,11.0,0.0,0.0,2015-09-30 21:15:00
9,273,23,15,2,0,1,0,82.0,10.0,15.0,0.0,0.0,2015-09-30 23:15:00
10,274,5,15,3,0,0,1,82.0,13.0,21.0,0.0,0.0,2015-10-01 05:15:00
10,274,6,45,3,0,1,0,82.0,13.0,7.0,0.0,0.0,2015-10-01 06:45:00
10,274,7,15,3,0,0,1,82.0,2.0,41.0,19.0,0.0,2015-10-01 07:15:00
10,274,8,45,3,0,1,0,82.0,13.0,12.0,0.0,0.0,2015-10-01 08:45:00
10,274,9,15,3,0,0,1,82.0,0.0,43.0,8.0,0.0,2015-10-01 09:15:00
10,274,10,45,3,0,1,0,82.0,14.0,26.0,0.0,0.0,2015-10-01 10:45:00
10,274,11,15,3,0,0,1,82.0,14.0,41.0,0.0,0.0,2015-10-01 11:15:00
10,274,12,45,3,0,1,0,82.0,13.0,32.0,0.0,0.0,2015-10-01 12:45:00
10,274,13,15,3,0,0,1,82.0,12.0,40.0,0.0,0.0,2015-10-01 13:15:00
10,274,14,45,3,0,1,0,82.0,11.0,36.0,0.0,0.0,2015-10-01 14:45:00
10,274,15,15,3,0,0,1,82.0,12.0,53.0,3.0,0.0,2015-10-01 15:15:00
10,274,16,45,3,0,1,0,82.0,14.0,31.0,18.0,3.0,2015-10-01 16:45:00
10,274,17,15,3,0,0,1,82.0,11.0,36.0,0.0,0.0,2015-10-01 17:15:00
10,274,18,45,3,0,1,0,82.0,0.0,31.0,34.0,4.0,2015-10-01 18:45:00
10,274,19,15,3,0,0,1,82.0,13.0,30.0,0.0,0.0,2015-10-01 19:15:00
10,274,20,45,3,0,1,0,82.0,1.0,42.0,11.0,0.0,2015-10-01 20:45:00
10,274,21,15,3,0,0,1,82.0,13.0,13.0,0.0,0.0,2015-10-01 21:15:00
10,274,23,15,3,0,1,0,82.0,13.0,20.0,0.0,0.0,2015-10-01 23:15:00
10,275,5,15,4,0,0,1,82.0,0.0,25.0,0.0,0.0,2015-10-02 05:15:00
10,275,6,45,4,0,1,0,82.0,12.0,8.0,0.0,0.0,2015-10-02 06:45:00
10,275,7,15,4,0,0,1,82.0,0.0,22.0,34.0,20.0,2015-10-02 07:15:00
10,275,8,45,4,0,1,0,82.0,11.0,42.0,0.0,0.0,2015-10-02 08:45:00
10,275,9,15,4,0,0,1,82.0,0.0,21.0,40.0,3.0,2015-10-02 09:15:00
10,275,10,15,4,0,0,1,82.0,0.0,42.0,13.0,0.0,2015-10-02 10:15:00
10,275,10,45,4,0,1,0,82.0,1.0,40.0,0.0,0.0,2015-10-02 10:45:00
10,275,11,15,4,0,0,1,82.0,0.0,32.0,26.0,0.0,2015-10-02 11:15:00
10,275,11,45,4,0,1,0,82.0,12.0,41.0,10.0,0.0,2015-10-02 11:45:00
10,275,12,45,4,0,1,0,82.0,22.0,3.0,30.0,0.0,2015-10-02 12:45:00
10,275,13,15,4,0,0,1,82.0,2.0,14.0,50.0,0.0,2015-10-02 13:15:00
10,275,13,45,4,0,1,0,82.0,7.0,43.0,26.0,6.0,2015-10-02 13:45:00
10,275,14,15,4,0,0,1,82.0,2.0,42.0,22.0,14.0,2015-10-02 14:15:00
10,275,14,45,4,0,1,0,82.0,33.0,6.0,7.0,32.0,2015-10-02 14:45:00
10,275,15,15,4,0,0,1,82.0,3.0,41.0,29.0,9.0,2015-10-02 15:15:00
10,275,16,15,4,0,0,1,82.0,6.0,37.0,28.0,12.0,2015-10-02 16:15:00
10,275,16,45,4,0,1,0,82.0,2.0,11.0,37.0,28.0,2015-10-02 16:45:00
10,275,17,15,4,0,0,1,82.0,3.0,37.0,21.0,19.0,2015-10-02 17:15:00
10,275,17,45,4,0,1,0,82.0,0.0,10.0,46.0,10.0,2015-10-02 17:45:00
10,275,18,15,4,0,0,1,82.0,0.0,43.0,28.0,12.0,2015-10-02 18:15:00
10,275,18,45,4,0,1,0,82.0,0.0,4.0,41.0,0.0,2015-10-02 18:45:00
10,275,19,45,4,0,1,0,82.0,1.0,33.0,9.0,0.0,2015-10-02 19:45:00
10,275,20,15,4,0,0,1,82.0,13.0,50.0,0.0,0.0,2015-10-02 20:15:00
10,275,20,45,4,0,1,0,82.0,12.0,23.0,0.0,0.0,2015-10-02 20:45:00
10,275,22,15,4,0,1,0,82.0,13.0,14.0,0.0,0.0,2015-10-02 22:15:00
10,275,22,15,4,0,0,1,82.0,13.0,9.0,0.0,0.0,2015-10-02 22:15:00
10,276,0,10,5,1,1,0,82.0,10.0,7.0,0.0,0.0,2015-10-03 00:10:00
10,276,6,15,5,1,0,1,82.0,23.0,25.0,2.0,0.0,2015-10-03 06:15:00
10,276,7,15,5,1,0,1,82.0,0.0,43.0,21.0,4.0,2015-10-03 07:15:00
10,276,7,45,5,1,1,0,82.0,14.0,24.0,16.0,0.0,2015-10-03 07:45:00
10,276,8,15,5,1,0,1,82.0,0.0,44.0,19.0,8.0,2015-10-03 08:15:00
10,276,9,15,5,1,0,1,82.0,3.0,38.0,19.0,14.0,2015-10-03 09:15:00
10,276,9,45,5,1,1,0,82.0,12.0,42.0,15.0,3.0,2015-10-03 09:45:00
10,276,10,15,5,1,0,1,82.0,13.0,41.0,9.0,18.0,2015-10-03 10:15:00
10,276,11,15,5,1,0,1,82.0,14.0,38.0,8.0,22.0,2015-10-03 11:15:00
10,276,11,45,5,1,1,0,82.0,22.0,32.0,6.0,0.0,2015-10-03 11:45:00
10,276,12,45,5,1,1,0,82.0,10.0,30.0,0.0,0.0,2015-10-03 12:45:00
10,276,13,15,5,1,0,1,82.0,12.0,43.0,0.0,22.0,2015-10-03 13:15:00
10,276,14,45,5,1,1,0,82.0,12.0,43.0,7.0,0.0,2015-10-03 14:45:00
10,276,15,15,5,1,0,1,82.0,18.0,46.0,11.0,3.0,2015-10-03 15:15:00
10,276,16,15,5,1,0,1,82.0,13.0,37.0,0.0,0.0,2015-10-03 16:15:00
10,276,16,45,5,1,1,0,82.0,15.0,35.0,8.0,0.0,2015-10-03 16:45:00
10,276,17,45,5,1,1,0,82.0,13.0,36.0,0.0,0.0,2015-10-03 17:45:00
10,276,18,15,5,1,0,1,82.0,12.0,41.0,0.0,0.0,2015-10-03 18:15:00
10,276,18,45,5,1,1,0,82.0,14.0,30.0,0.0,0.0,2015-10-03 18:45:00
10,276,19,45,5,1,1,0,82.0,11.0,36.0,0.0,0.0,2015-10-03 19:45:00
10,276,20,15,5,1,0,1,82.0,13.0,20.0,0.0,0.0,2015-10-03 20:15:00
10,276,20,45,5,1,1,0,82.0,12.0,30.0,0.0,1.0,2015-10-03 20:45:00
10,276,22,15,5,1,0,1,82.0,12.0,4.0,0.0,0.0,2015-10-03 22:15:00
10,276,22,15,5,1,1,0,82.0,12.0,21.0,0.0,0.0,2015-10-03 22:15:00
10,277,0,10,6,0,1,0,82.0,13.0,32.0,12.0,0.0,2015-10-04 00:10:00
10,277,7,15,6,0,0,1,82.0,13.0,20.0,0.0,0.0,2015-10-04 07:15:00
10,277,8,45,6,0,1,0,82.0,12.0,38.0,0.0,0.0,2015-10-04 08:45:00
10,277,9,15,6,0,0,1,82.0,15.0,25.0,0.0,0.0,2015-10-04 09:15:00
10,277,10,45,6,0,1,0,82.0,14.0,37.0,15.0,11.0,2015-10-04 10:45:00
10,277,11,15,6,0,0,1,82.0,12.0,25.0,0.0,0.0,2015-10-04 11:15:00
10,277,12,15,6,0,0,1,82.0,12.0,24.0,0.0,0.0,2015-10-04 12:15:00
10,277,12,45,6,0,1,0,82.0,18.0,36.0,6.0,23.0,2015-10-04 12:45:00
10,277,13,15,6,0,0,1,82.0,10.0,20.0,0.0,0.0,2015-10-04 13:15:00
10,277,14,15,6,0,0,1,82.0,13.0,52.0,2.0,0.0,2015-10-04 14:15:00
10,277,14,45,6,0,1,0,82.0,20.0,23.0,13.0,26.0,2015-10-04 14:45:00
10,277,15,15,6,0,0,1,82.0,6.0,20.0,33.0,7.0,2015-10-04 15:15:00
10,277,15,45,6,0,1,0,82.0,2.0,24.0,25.0,29.0,2015-10-04 15:45:00
10,277,16,45,6,0,1,0,82.0,2.0,25.0,35.0,19.0,2015-10-04 16:45:00
10,277,17,15,6,0,0,1,82.0,1.0,15.0,38.0,24.0,2015-10-04 17:15:00
10,277,17,45,6,0,1,0,82.0,3.0,21.0,38.0,20.0,2015-10-04 17:45:00
10,277,18,15,6,0,0,1,82.0,0.0,11.0,35.0,12.0,2015-10-04 18:15:00
10,277,18,45,6,0,1,0,82.0,0.0,19.0,26.0,36.0,2015-10-04 18:45:00
10,277,19,15,6,0,0,1,82.0,1.0,11.0,41.0,11.0,2015-10-04 19:15:00
10,277,20,15,6,0,0,1,82.0,0.0,13.0,36.0,8.0,2015-10-04 20:15:00
10,277,20,45,6,0,1,0,82.0,1.0,31.0,32.0,19.0,2015-10-04 20:45:00
10,277,22,15,6,0,0,1,82.0,11.0,35.0,0.0,0.0,2015-10-04 22:15:00
10,277,22,45,6,0,1,0,82.0,10.0,34.0,15.0,22.0,2015-10-04 22:45:00
10,278,0,10,0,0,1,0,82.0,10.0,13.0,0.0,0.0,2015-10-05 00:10:00
10,278,5,15,0,0,0,1,82.0,0.0,33.0,14.0,0.0,2015-10-05 05:15:00
10,278,6,45,0,0,1,0,82.0,13.0,12.0,0.0,1.0,2015-10-05 06:45:00
10,278,7,15,0,0,0,1,82.0,1.0,15.0,23.0,43.0,2015-10-05 07:15:00
10,278,8,45,0,0,1,0,82.0,13.0,42.0,0.0,0.0,2015-10-05 08:45:00
10,278,9,15,0,0,0,1,82.0,0.0,22.0,33.0,1.0,2015-10-05 09:15:00
10,278,10,45,0,0,1,0,82.0,12.0,29.0,0.0,0.0,2015-10-05 10:45:00
10,278,11,15,0,0,0,1,82.0,0.0,43.0,24.0,0.0,2015-10-05 11:15:00
10,278,12,45,0,0,1,0,82.0,12.0,19.0,0.0,0.0,2015-10-05 12:45:00
10,278,13,15,0,0,0,1,82.0,12.0,37.0,0.0,0.0,2015-10-05 13:15:00
10,278,14,45,0,0,1,0,82.0,12.0,30.0,0.0,0.0,2015-10-05 14:45:00
10,278,15,15,0,0,0,1,82.0,13.0,46.0,0.0,0.0,2015-10-05 15:15:00
10,278,16,45,0,0,1,0,82.0,8.0,37.0,0.0,2.0,2015-10-05 16:45:00
10,278,17,15,0,0,0,1,82.0,13.0,28.0,0.0,0.0,2015-10-05 17:15:00
10,278,18,45,0,0,1,0,82.0,13.0,45.0,1.0,11.0,2015-10-05 18:45:00
10,278,19,15,0,0,0,1,82.0,15.0,29.0,0.0,0.0,2015-10-05 19:15:00
10,278,20,45,0,0,1,0,82.0,0.0,57.0,0.0,0.0,2015-10-05 20:45:00
10,278,21,15,0,0,0,1,82.0,10.0,11.0,0.0,0.0,2015-10-05 21:15:00
10,278,23,15,0,0,1,0,82.0,12.0,24.0,0.0,0.0,2015-10-05 23:15:00
10,279,5,15,1,0,0,1,82.0,0.0,24.0,0.0,0.0,2015-10-06 05:15:00
10,279,6,45,1,0,1,0,82.0,12.0,20.0,0.0,0.0,2015-10-06 06:45:00
10,279,7,15,1,0,0,1,82.0,0.0,48.0,14.0,0.0,2015-10-06 07:15:00
10,279,8,45,1,0,1,0,82.0,13.0,20.0,0.0,0.0,2015-10-06 08:45:00
10,279,9,15,1,0,0,1,82.0,0.0,41.0,7.0,0.0,2015-10-06 09:15:00
10,279,10,45,1,0,1,0,82.0,15.0,12.0,0.0,0.0,2015-10-06 10:45:00
10,279,11,15,1,0,0,1,82.0,15.0,37.0,0.0,0.0,2015-10-06 11:15:00
10,279,12,45,1,0,1,0,82.0,12.0,9.0,0.0,0.0,2015-10-06 12:45:00
10,279,13,15,1,0,0,1,82.0,12.0,36.0,0.0,0.0,2015-10-06 13:15:00
10,279,14,45,1,0,1,0,82.0,11.0,32.0,0.0,0.0,2015-10-06 14:45:00
10,279,15,15,1,0,0,1,82.0,13.0,34.0,0.0,0.0,2015-10-06 15:15:00
10,279,16,45,1,0,1,0,82.0,14.0,41.0,0.0,0.0,2015-10-06 16:45:00
10,279,17,15,1,0,0,1,82.0,11.0,24.0,0.0,1.0,2015-10-06 17:15:00
10,279,18,45,1,0,1,0,82.0,0.0,42.0,12.0,0.0,2015-10-06 18:45:00
10,279,19,15,1,0,0,1,82.0,12.0,22.0,0.0,0.0,2015-10-06 19:15:00
10,279,20,45,1,0,1,0,82.0,12.0,31.0,0.0,0.0,2015-10-06 20:45:00
10,279,21,15,1,0,0,1,82.0,13.0,6.0,0.0,0.0,2015-10-06 21:15:00
10,279,23,15,1,0,1,0,82.0,13.0,10.0,0.0,0.0,2015-10-06 23:15:00
10,280,5,15,2,0,0,1,82.0,0.0,26.0,0.0,0.0,2015-10-07 05:15:00
10,280,6,45,2,0,1,0,82.0,13.0,13.0,0.0,0.0,2015-10-07 06:45:00
10,280,7,15,2,0,0,1,82.0,0.0,44.0,0.0,0.0,2015-10-07 07:15:00
10,280,8,45,2,0,1,0,82.0,11.0,14.0,0.0,0.0,2015-10-07 08:45:00
10,280,9,15,2,0,0,1,82.0,0.0,44.0,9.0,0.0,2015-10-07 09:15:00
10,280,10,45,2,0,1,0,82.0,13.0,29.0,0.0,0.0,2015-10-07 10:45:00
10,280,11,15,2,0,0,1,82.0,12.0,30.0,0.0,0.0,2015-10-07 11:15:00
10,280,12,45,2,0,1,0,82.0,13.0,23.0,0.0,0.0,2015-10-07 12:45:00
10,280,13,15,2,0,0,1,82.0,13.0,18.0,0.0,1.0,2015-10-07 13:15:00
10,280,14,45,2,0,1,0,82.0,12.0,32.0,0.0,0.0,2015-10-07 14:45:00
10,280,15,15,2,0,0,1,82.0,13.0,40.0,0.0,0.0,2015-10-07 15:15:00
10,280,16,45,2,0,1,0,82.0,13.0,43.0,0.0,1.0,2015-10-07 16:45:00
10,280,17,15,2,0,0,1,82.0,12.0,24.0,0.0,1.0,2015-10-07 17:15:00
10,280,18,45,2,0,1,0,82.0,0.0,42.0,19.0,0.0,2015-10-07 18:45:00
10,280,19,15,2,0,0,1,82.0,11.0,22.0,0.0,0.0,2015-10-07 19:15:00
10,280,20,45,2,0,1,0,82.0,12.0,18.0,0.0,3.0,2015-10-07 20:45:00
10,280,21,15,2,0,0,1,82.0,14.0,4.0,0.0,0.0,2015-10-07 21:15:00
10,280,23,15,2,0,1,0,82.0,9.0,20.0,0.0,0.0,2015-10-07 23:15:00
10,281,5,15,3,0,0,1,82.0,13.0,11.0,0.0,0.0,2015-10-08 05:15:00
10,281,6,45,3,0,1,0,82.0,12.0,24.0,0.0,0.0,2015-10-08 06:45:00
10,281,7,15,3,0,0,1,82.0,0.0,43.0,21.0,0.0,2015-10-08 07:15:00
10,281,8,45,3,0,1,0,82.0,13.0,34.0,8.0,0.0,2015-10-08 08:45:00
10,281,9,15,3,0,0,1,82.0,0.0,44.0,3.0,0.0,2015-10-08 09:15:00
10,281,10,45,3,0,1,0,82.0,12.0,32.0,0.0,0.0,2015-10-08 10:45:00
10,281,11,15,3,0,0,1,82.0,10.0,36.0,0.0,0.0,2015-10-08 11:15:00
10,281,12,45,3,0,1,0,82.0,10.0,16.0,0.0,0.0,2015-10-08 12:45:00
10,281,13,15,3,0,0,1,82.0,13.0,46.0,0.0,0.0,2015-10-08 13:15:00
10,281,14,45,3,0,1,0,82.0,11.0,47.0,0.0,0.0,2015-10-08 14:45:00
10,281,15,15,3,0,0,1,82.0,11.0,55.0,7.0,1.0,2015-10-08 15:15:00
10,281,16,45,3,0,1,0,82.0,14.0,23.0,32.0,4.0,2015-10-08 16:45:00
10,281,17,15,3,0,0,1,82.0,13.0,52.0,0.0,0.0,2015-10-08 17:15:00
10,281,18,45,3,0,1,0,82.0,0.0,26.0,37.0,0.0,2015-10-08 18:45:00
10,281,19,15,3,0,0,1,82.0,13.0,29.0,0.0,0.0,2015-10-08 19:15:00
10,281,20,45,3,0,1,0,82.0,0.0,35.0,0.0,0.0,2015-10-08 20:45:00
10,281,21,15,3,0,0,1,82.0,13.0,13.0,0.0,0.0,2015-10-08 21:15:00
10,281,23,15,3,0,1,0,82.0,13.0,21.0,0.0,0.0,2015-10-08 23:15:00
10,282,5,15,4,0,0,1,82.0,0.0,40.0,0.0,0.0,2015-10-09 05:15:00
10,282,6,45,4,0,1,0,82.0,13.0,16.0,0.0,0.0,2015-10-09 06:45:00
10,282,7,15,4,0,0,1,82.0,0.0,21.0,36.0,14.0,2015-10-09 07:15:00
10,282,8,45,4,0,1,0,82.0,13.0,38.0,0.0,0.0,2015-10-09 08:45:00
10,282,9,15,4,0,0,1,82.0,1.0,22.0,37.0,0.0,2015-10-09 09:15:00
10,282,10,15,4,0,0,1,82.0,6.0,43.0,11.0,0.0,2015-10-09 10:15:00
10,282,10,45,4,0,1,0,82.0,1.0,41.0,10.0,0.0,2015-10-09 10:45:00
10,282,11,15,4,0,0,1,82.0,0.0,30.0,34.0,0.0,2015-10-09 11:15:00
10,282,11,45,4,0,1,0,82.0,15.0,24.0,13.0,0.0,2015-10-09 11:45:00
